Defect,Levels,C1_Readability,C2_Problem_Identification,C3_Explanation_Clarity,C4_Actionability,C5_Contextual_Adequacy,C6_Brevity
defect6_py,SLICE_BACKWARD,1.0,0.0,0.0,0.0,0.667,0.0
defect6_py,SLICE_FORWARD,0.667,0.0,0.0,0.0,1.0,0.0
defect6_py,SLICE_UNION,1.0,0.0,0.0,0.0,1.0,0.0
defect6_py,BASELINE,1.0,0.667,0.667,0.667,1.0,0.667
defect7_py,CODE,1.0,0.0,0.0,0.0,1.0,0.0
defect7_py,ERROR,1.0,0.0,0.0,0.0,1.0,0.0
defect7_py,TEST,1.0,0.0,0.0,0.0,0.333,0.0
defect7_py,DOCSTRING,0.667,0.0,0.0,0.0,0.0,0.0
defect7_py,SLICE_BLOCK,1.0,0.0,0.0,0.0,1.0,0.0
defect7_py,SLICE_BACKWARD,1.0,0.0,0.0,0.0,1.0,0.0
defect7_py,SLICE_FORWARD,1.0,0.0,0.0,0.0,1.0,0.0
defect7_py,SLICE_UNION,1.0,0.0,0.0,0.0,1.0,0.0
defect7_py,BASELINE,1.0,0.0,0.0,0.0,1.0,0.0
defect8_py,CODE,1.0,0.0,0.0,0.0,0.0,0.0
defect8_py,ERROR,1.0,0.333,0.333,0.333,0.333,0.333
defect8_py,TEST,0.333,0.0,0.0,0.0,0.0,0.0
defect8_py,DOCSTRING,0.333,0.0,0.0,0.0,0.0,0.0
defect8_py,SLICE_BLOCK,1.0,0.0,0.0,0.0,1.0,0.0
defect8_py,SLICE_BACKWARD,1.0,0.0,0.0,0.0,0.0,0.0
defect8_py,SLICE_FORWARD,0.667,0.0,0.0,0.0,1.0,0.0
defect8_py,SLICE_UNION,0.667,0.0,0.0,0.0,0.667,0.0
defect8_py,BASELINE,0.333,0.333,0.333,0.0,0.0,0.333
defect9_py,CODE,0.333,0.0,0.0,0.0,0.333,0.0
defect9_py,ERROR,1.0,0.0,0.0,0.0,0.667,0.0
defect9_py,TEST,0.333,0.0,0.0,0.0,0.0,0.0
defect9_py,DOCSTRING,0.333,0.0,0.0,0.0,0.0,0.0
defect9_py,SLICE_BLOCK,0.333,0.0,0.0,0.0,0.667,0.0
defect9_py,SLICE_BACKWARD,1.0,0.0,0.0,0.0,1.0,0.0
defect9_py,SLICE_FORWARD,0.333,0.0,0.0,0.0,1.0,0.0
defect9_py,SLICE_UNION,0.333,0.0,0.0,0.0,1.0,0.0
defect9_py,BASELINE,1.0,0.0,0.0,0.0,0.333,0.0
defect10_py,CODE,0.667,0.0,0.0,0.0,0.0,0.0
defect10_py,ERROR,1.0,0.0,0.0,0.0,0.333,0.0
defect10_py,TEST,0.667,0.0,0.0,0.0,0.0,0.0
defect10_py,DOCSTRING,0.667,0.0,0.0,0.0,0.667,0.0
defect10_py,SLICE_BLOCK,1.0,0.0,0.0,0.0,0.333,0.0
defect10_py,SLICE_BACKWARD,1.0,0.0,0.0,0.0,0.667,0.0
defect10_py,SLICE_FORWARD,1.0,0.0,0.0,0.0,1.0,0.0
defect10_py,SLICE_UNION,0.333,0.0,0.0,0.0,0.333,0.0
defect10_py,BASELINE,1.0,0.0,0.0,0.0,0.0,0.0
defect11_py,CODE,0.333,0.0,0.0,0.0,0.0,0.0
defect11_py,ERROR,1.0,0.0,0.0,0.0,0.333,0.0
defect11_py,TEST,0.667,0.0,0.0,0.0,0.0,0.0
defect11_py,DOCSTRING,1.0,0.0,0.0,0.0,0.667,0.0
defect11_py,SLICE_BLOCK,1.0,0.0,0.0,0.0,0.333,0.0
defect11_py,SLICE_BACKWARD,1.0,0.0,0.0,0.0,0.667,0.0
defect11_py,SLICE_FORWARD,0.667,0.0,0.0,0.0,0.0,0.0
defect11_py,SLICE_UNION,1.0,0.0,0.0,0.0,0.667,0.0
defect11_py,BASELINE,1.0,0.0,0.0,0.0,0.0,0.0
defect12_py,CODE,0.667,0.0,0.0,0.0,0.0,0.0
defect12_py,ERROR,1.0,0.0,0.0,0.0,1.0,0.0
defect12_py,TEST,0.667,0.0,0.0,0.0,0.0,0.0
defect12_py,DOCSTRING,0.667,0.0,0.0,0.0,0.0,0.0
defect12_py,SLICE_BLOCK,0.667,0.0,0.0,0.0,0.667,0.0
defect12_py,SLICE_BACKWARD,0.333,0.0,0.0,0.0,0.333,0.0
defect12_py,SLICE_FORWARD,1.0,0.0,0.0,0.0,0.667,0.0
defect12_py,SLICE_UNION,0.333,0.0,0.0,0.0,0.667,0.0
defect12_py,BASELINE,1.0,0.0,0.0,0.0,0.0,0.0
