Defect,Levels,C1_Readability,C2_Problem_Identification,C3_Explanation_Clarity,C4_Actionability,C5_Contextual_Adequacy,C6_Brevity
defect7_py,DOCSTRING_SLICE_FORWARD,1.0,0.0,0.0,1.0,1.0,0.667
defect7_py,DOCSTRING_SLICE_UNION,1.0,1.0,1.0,1.0,1.0,0.667
defect7_py,SLICE_BLOCK_SLICE_BACKWARD,1.0,0.667,0.667,1.0,1.0,0.667
defect7_py,SLICE_BLOCK_SLICE_FORWARD,1.0,1.0,1.0,1.0,1.0,1.0
defect7_py,SLICE_BLOCK_SLICE_UNION,1.0,1.0,1.0,1.0,1.0,1.0
defect7_py,SLICE_BACKWARD_SLICE_FORWARD,1.0,1.0,1.0,1.0,1.0,1.0
defect7_py,SLICE_BACKWARD_SLICE_UNION,1.0,1.0,1.0,1.0,1.0,1.0
defect7_py,SLICE_FORWARD_SLICE_UNION,1.0,1.0,1.0,1.0,1.0,0.667
defect7_py,BASELINE,1.0,1.0,1.0,1.0,1.0,1.0
defect8_py,CODE_ERROR,1.0,1.0,1.0,1.0,0.0,1.0
defect8_py,CODE_TEST,1.0,1.0,1.0,1.0,0.0,1.0
defect8_py,CODE_DOCSTRING,1.0,0.0,0.0,0.667,0.0,0.333
defect8_py,CODE_SLICE_BLOCK,1.0,0.0,0.333,1.0,0.667,0.667
defect8_py,CODE_SLICE_BACKWARD,1.0,0.0,0.0,1.0,1.0,0.667
defect8_py,CODE_SLICE_FORWARD,1.0,0.0,0.0,0.667,0.667,0.667
defect8_py,CODE_SLICE_UNION,1.0,0.0,0.0,1.0,1.0,0.667
defect8_py,ERROR_TEST,1.0,1.0,1.0,1.0,0.667,1.0
defect8_py,ERROR_DOCSTRING,1.0,1.0,1.0,1.0,0.667,0.667
defect8_py,ERROR_SLICE_BLOCK,1.0,1.0,1.0,1.0,1.0,1.0
defect8_py,ERROR_SLICE_BACKWARD,1.0,1.0,1.0,1.0,0.667,1.0
defect8_py,ERROR_SLICE_FORWARD,1.0,1.0,1.0,1.0,1.0,1.0
defect8_py,ERROR_SLICE_UNION,1.0,1.0,1.0,1.0,0.667,1.0
defect8_py,TEST_DOCSTRING,0.667,1.0,1.0,1.0,0.667,1.0
defect8_py,TEST_SLICE_BLOCK,1.0,1.0,1.0,1.0,0.667,1.0
defect8_py,TEST_SLICE_BACKWARD,1.0,1.0,1.0,1.0,0.667,1.0
defect8_py,TEST_SLICE_FORWARD,0.667,1.0,1.0,1.0,0.667,1.0
defect8_py,TEST_SLICE_UNION,1.0,1.0,1.0,1.0,0.667,0.667
defect8_py,DOCSTRING_SLICE_BLOCK,1.0,0.0,0.0,1.0,1.0,0.0
defect8_py,DOCSTRING_SLICE_BACKWARD,1.0,0.0,0.0,1.0,1.0,0.667
defect8_py,DOCSTRING_SLICE_FORWARD,0.667,0.333,0.667,1.0,1.0,1.0
defect8_py,DOCSTRING_SLICE_UNION,1.0,0.333,0.667,1.0,0.667,0.667
defect8_py,SLICE_BLOCK_SLICE_BACKWARD,1.0,0.0,0.0,1.0,1.0,0.667
defect8_py,SLICE_BLOCK_SLICE_FORWARD,0.667,0.0,0.0,1.0,1.0,0.333
defect8_py,SLICE_BLOCK_SLICE_UNION,1.0,0.0,0.0,1.0,1.0,0.667
defect8_py,SLICE_BACKWARD_SLICE_FORWARD,1.0,0.0,0.333,1.0,1.0,1.0
defect8_py,SLICE_BACKWARD_SLICE_UNION,1.0,0.0,0.333,1.0,1.0,0.667
defect8_py,SLICE_FORWARD_SLICE_UNION,1.0,0.0,0.333,1.0,1.0,0.333
defect8_py,BASELINE,1.0,1.0,1.0,1.0,0.333,1.0
