Levels,Criterion,Mean,Std
TEST_SLICE_BLOCK,C2_Problem_Identification,0.028,0.167
TEST_SLICE_BLOCK,C3_Explanation_Clarity,0.028,0.167
TEST_SLICE_BLOCK,C4_Actionability,0.028,0.167
TEST_SLICE_BLOCK,C5_Contextual_Adequacy,0.25,0.439
TEST_SLICE_BLOCK,C6_Brevity,0.028,0.167
TEST_SLICE_BACKWARD,C1_Readability,0.722,0.454
TEST_SLICE_BACKWARD,C2_Problem_Identification,0.0,0.0
TEST_SLICE_BACKWARD,C3_Explanation_Clarity,0.0,0.0
TEST_SLICE_BACKWARD,C4_Actionability,0.0,0.0
TEST_SLICE_BACKWARD,C5_Contextual_Adequacy,0.472,0.506
TEST_SLICE_BACKWARD,C6_Brevity,0.0,0.0
TEST_SLICE_FORWARD,C1_Readability,0.528,0.506
TEST_SLICE_FORWARD,C2_Problem_Identification,0.0,0.0
TEST_SLICE_FORWARD,C3_Explanation_Clarity,0.0,0.0
TEST_SLICE_FORWARD,C4_Actionability,0.0,0.0
TEST_SLICE_FORWARD,C5_Contextual_Adequacy,0.444,0.504
TEST_SLICE_FORWARD,C6_Brevity,0.0,0.0
TEST_SLICE_UNION,C1_Readability,0.667,0.478
TEST_SLICE_UNION,C2_Problem_Identification,0.028,0.167
TEST_SLICE_UNION,C3_Explanation_Clarity,0.028,0.167
TEST_SLICE_UNION,C4_Actionability,0.028,0.167
TEST_SLICE_UNION,C5_Contextual_Adequacy,0.694,0.467
TEST_SLICE_UNION,C6_Brevity,0.028,0.167
DOCSTRING_SLICE_BLOCK,C1_Readability,0.5,0.507
DOCSTRING_SLICE_BLOCK,C2_Problem_Identification,0.0,0.0
DOCSTRING_SLICE_BLOCK,C3_Explanation_Clarity,0.0,0.0
DOCSTRING_SLICE_BLOCK,C4_Actionability,0.0,0.0
DOCSTRING_SLICE_BLOCK,C5_Contextual_Adequacy,0.444,0.504
DOCSTRING_SLICE_BLOCK,C6_Brevity,0.0,0.0
DOCSTRING_SLICE_BACKWARD,C1_Readability,0.611,0.494
DOCSTRING_SLICE_BACKWARD,C2_Problem_Identification,0.0,0.0
DOCSTRING_SLICE_BACKWARD,C3_Explanation_Clarity,0.0,0.0
DOCSTRING_SLICE_BACKWARD,C4_Actionability,0.0,0.0
DOCSTRING_SLICE_BACKWARD,C5_Contextual_Adequacy,0.556,0.504
DOCSTRING_SLICE_BACKWARD,C6_Brevity,0.0,0.0
DOCSTRING_SLICE_FORWARD,C1_Readability,0.417,0.5
DOCSTRING_SLICE_FORWARD,C2_Problem_Identification,0.0,0.0
DOCSTRING_SLICE_FORWARD,C3_Explanation_Clarity,0.0,0.0
DOCSTRING_SLICE_FORWARD,C4_Actionability,0.0,0.0
DOCSTRING_SLICE_FORWARD,C5_Contextual_Adequacy,0.444,0.504
DOCSTRING_SLICE_FORWARD,C6_Brevity,0.0,0.0
DOCSTRING_SLICE_UNION,C1_Readability,0.667,0.478
DOCSTRING_SLICE_UNION,C2_Problem_Identification,0.0,0.0
DOCSTRING_SLICE_UNION,C3_Explanation_Clarity,0.0,0.0
DOCSTRING_SLICE_UNION,C4_Actionability,0.0,0.0
DOCSTRING_SLICE_UNION,C5_Contextual_Adequacy,0.583,0.5
DOCSTRING_SLICE_UNION,C6_Brevity,0.0,0.0
SLICE_BLOCK_SLICE_BACKWARD,C1_Readability,0.722,0.454
SLICE_BLOCK_SLICE_BACKWARD,C2_Problem_Identification,0.0,0.0
SLICE_BLOCK_SLICE_BACKWARD,C3_Explanation_Clarity,0.0,0.0
SLICE_BLOCK_SLICE_BACKWARD,C4_Actionability,0.0,0.0
SLICE_BLOCK_SLICE_BACKWARD,C5_Contextual_Adequacy,0.639,0.487
SLICE_BLOCK_SLICE_BACKWARD,C6_Brevity,0.0,0.0
SLICE_BLOCK_SLICE_FORWARD,C1_Readability,0.722,0.454
SLICE_BLOCK_SLICE_FORWARD,C2_Problem_Identification,0.0,0.0
SLICE_BLOCK_SLICE_FORWARD,C3_Explanation_Clarity,0.0,0.0
SLICE_BLOCK_SLICE_FORWARD,C4_Actionability,0.0,0.0
SLICE_BLOCK_SLICE_FORWARD,C5_Contextual_Adequacy,0.611,0.494
SLICE_BLOCK_SLICE_FORWARD,C6_Brevity,0.0,0.0
SLICE_BLOCK_SLICE_UNION,C1_Readability,0.528,0.506
SLICE_BLOCK_SLICE_UNION,C2_Problem_Identification,0.0,0.0
SLICE_BLOCK_SLICE_UNION,C3_Explanation_Clarity,0.0,0.0
SLICE_BLOCK_SLICE_UNION,C4_Actionability,0.0,0.0
SLICE_BLOCK_SLICE_UNION,C5_Contextual_Adequacy,0.861,0.351
SLICE_BLOCK_SLICE_UNION,C6_Brevity,0.0,0.0
SLICE_BACKWARD_SLICE_FORWARD,C1_Readability,0.694,0.467
SLICE_BACKWARD_SLICE_FORWARD,C2_Problem_Identification,0.0,0.0
SLICE_BACKWARD_SLICE_FORWARD,C3_Explanation_Clarity,0.0,0.0
SLICE_BACKWARD_SLICE_FORWARD,C4_Actionability,0.0,0.0
SLICE_BACKWARD_SLICE_FORWARD,C5_Contextual_Adequacy,0.833,0.378
SLICE_BACKWARD_SLICE_FORWARD,C6_Brevity,0.0,0.0
SLICE_BACKWARD_SLICE_UNION,C1_Readability,0.583,0.5
SLICE_BACKWARD_SLICE_UNION,C2_Problem_Identification,0.0,0.0
SLICE_BACKWARD_SLICE_UNION,C3_Explanation_Clarity,0.0,0.0
SLICE_BACKWARD_SLICE_UNION,C4_Actionability,0.0,0.0
SLICE_BACKWARD_SLICE_UNION,C5_Contextual_Adequacy,0.806,0.401
SLICE_BACKWARD_SLICE_UNION,C6_Brevity,0.0,0.0
SLICE_FORWARD_SLICE_UNION,C1_Readability,0.611,0.494
SLICE_FORWARD_SLICE_UNION,C2_Problem_Identification,0.0,0.0
SLICE_FORWARD_SLICE_UNION,C3_Explanation_Clarity,0.0,0.0
SLICE_FORWARD_SLICE_UNION,C4_Actionability,0.0,0.0
SLICE_FORWARD_SLICE_UNION,C5_Contextual_Adequacy,0.861,0.351
SLICE_FORWARD_SLICE_UNION,C6_Brevity,0.0,0.0
BASELINE,C1_Readability,0.833,0.378
BASELINE,C2_Problem_Identification,0.028,0.167
BASELINE,C3_Explanation_Clarity,0.028,0.167
BASELINE,C4_Actionability,0.028,0.167
BASELINE,C5_Contextual_Adequacy,0.333,0.478
BASELINE,C6_Brevity,0.028,0.167
