Levels,Criterion,Mean,Std
CODE_TEST_DOCSTRING,C2_Problem_Identification,0.583,0.5
CODE_TEST_DOCSTRING,C3_Explanation_Clarity,0.583,0.5
CODE_TEST_DOCSTRING,C4_Actionability,0.389,0.494
CODE_TEST_DOCSTRING,C5_Contextual_Adequacy,0.417,0.5
CODE_TEST_DOCSTRING,C6_Brevity,0.583,0.5
CODE_TEST_SLICE_BLOCK,C1_Readability,0.806,0.401
CODE_TEST_SLICE_BLOCK,C2_Problem_Identification,0.778,0.422
CODE_TEST_SLICE_BLOCK,C3_Explanation_Clarity,0.778,0.422
CODE_TEST_SLICE_BLOCK,C4_Actionability,0.556,0.504
CODE_TEST_SLICE_BLOCK,C5_Contextual_Adequacy,0.306,0.467
CODE_TEST_SLICE_BLOCK,C6_Brevity,0.778,0.422
CODE_TEST_SLICE_BACKWARD,C1_Readability,0.861,0.351
CODE_TEST_SLICE_BACKWARD,C2_Problem_Identification,0.75,0.439
CODE_TEST_SLICE_BACKWARD,C3_Explanation_Clarity,0.75,0.439
CODE_TEST_SLICE_BACKWARD,C4_Actionability,0.472,0.506
CODE_TEST_SLICE_BACKWARD,C5_Contextual_Adequacy,0.417,0.5
CODE_TEST_SLICE_BACKWARD,C6_Brevity,0.778,0.422
CODE_TEST_SLICE_FORWARD,C1_Readability,0.833,0.378
CODE_TEST_SLICE_FORWARD,C2_Problem_Identification,0.583,0.5
CODE_TEST_SLICE_FORWARD,C3_Explanation_Clarity,0.583,0.5
CODE_TEST_SLICE_FORWARD,C4_Actionability,0.389,0.494
CODE_TEST_SLICE_FORWARD,C5_Contextual_Adequacy,0.639,0.487
CODE_TEST_SLICE_FORWARD,C6_Brevity,0.583,0.5
CODE_TEST_SLICE_UNION,C1_Readability,0.833,0.378
CODE_TEST_SLICE_UNION,C2_Problem_Identification,0.75,0.439
CODE_TEST_SLICE_UNION,C3_Explanation_Clarity,0.75,0.439
CODE_TEST_SLICE_UNION,C4_Actionability,0.556,0.504
CODE_TEST_SLICE_UNION,C5_Contextual_Adequacy,0.5,0.507
CODE_TEST_SLICE_UNION,C6_Brevity,0.778,0.422
CODE_DOCSTRING_SLICE_BLOCK,C1_Readability,0.889,0.319
CODE_DOCSTRING_SLICE_BLOCK,C2_Problem_Identification,0.361,0.487
CODE_DOCSTRING_SLICE_BLOCK,C3_Explanation_Clarity,0.361,0.487
CODE_DOCSTRING_SLICE_BLOCK,C4_Actionability,0.306,0.467
CODE_DOCSTRING_SLICE_BLOCK,C5_Contextual_Adequacy,0.389,0.494
CODE_DOCSTRING_SLICE_BLOCK,C6_Brevity,0.417,0.5
CODE_DOCSTRING_SLICE_BACKWARD,C1_Readability,0.889,0.319
CODE_DOCSTRING_SLICE_BACKWARD,C2_Problem_Identification,0.333,0.478
CODE_DOCSTRING_SLICE_BACKWARD,C3_Explanation_Clarity,0.333,0.478
CODE_DOCSTRING_SLICE_BACKWARD,C4_Actionability,0.306,0.467
CODE_DOCSTRING_SLICE_BACKWARD,C5_Contextual_Adequacy,0.5,0.507
CODE_DOCSTRING_SLICE_BACKWARD,C6_Brevity,0.389,0.494
CODE_DOCSTRING_SLICE_FORWARD,C1_Readability,0.889,0.319
CODE_DOCSTRING_SLICE_FORWARD,C2_Problem_Identification,0.167,0.378
CODE_DOCSTRING_SLICE_FORWARD,C3_Explanation_Clarity,0.167,0.378
CODE_DOCSTRING_SLICE_FORWARD,C4_Actionability,0.167,0.378
CODE_DOCSTRING_SLICE_FORWARD,C5_Contextual_Adequacy,0.611,0.494
CODE_DOCSTRING_SLICE_FORWARD,C6_Brevity,0.194,0.401
CODE_DOCSTRING_SLICE_UNION,C1_Readability,0.944,0.232
CODE_DOCSTRING_SLICE_UNION,C2_Problem_Identification,0.278,0.454
CODE_DOCSTRING_SLICE_UNION,C3_Explanation_Clarity,0.278,0.454
CODE_DOCSTRING_SLICE_UNION,C4_Actionability,0.25,0.439
CODE_DOCSTRING_SLICE_UNION,C5_Contextual_Adequacy,0.694,0.467
CODE_DOCSTRING_SLICE_UNION,C6_Brevity,0.333,0.478
CODE_SLICE_BLOCK_SLICE_BACKWARD,C1_Readability,0.833,0.378
CODE_SLICE_BLOCK_SLICE_BACKWARD,C2_Problem_Identification,0.444,0.504
CODE_SLICE_BLOCK_SLICE_BACKWARD,C3_Explanation_Clarity,0.444,0.504
CODE_SLICE_BLOCK_SLICE_BACKWARD,C4_Actionability,0.306,0.467
CODE_SLICE_BLOCK_SLICE_BACKWARD,C5_Contextual_Adequacy,0.667,0.478
CODE_SLICE_BLOCK_SLICE_BACKWARD,C6_Brevity,0.472,0.506
CODE_SLICE_BLOCK_SLICE_FORWARD,C1_Readability,0.861,0.351
CODE_SLICE_BLOCK_SLICE_FORWARD,C2_Problem_Identification,0.417,0.5
CODE_SLICE_BLOCK_SLICE_FORWARD,C3_Explanation_Clarity,0.417,0.5
CODE_SLICE_BLOCK_SLICE_FORWARD,C4_Actionability,0.333,0.478
CODE_SLICE_BLOCK_SLICE_FORWARD,C5_Contextual_Adequacy,0.556,0.504
CODE_SLICE_BLOCK_SLICE_FORWARD,C6_Brevity,0.417,0.5
CODE_SLICE_BLOCK_SLICE_UNION,C1_Readability,0.833,0.378
CODE_SLICE_BLOCK_SLICE_UNION,C2_Problem_Identification,0.417,0.5
CODE_SLICE_BLOCK_SLICE_UNION,C3_Explanation_Clarity,0.417,0.5
CODE_SLICE_BLOCK_SLICE_UNION,C4_Actionability,0.306,0.467
CODE_SLICE_BLOCK_SLICE_UNION,C5_Contextual_Adequacy,0.75,0.439
CODE_SLICE_BLOCK_SLICE_UNION,C6_Brevity,0.417,0.5
CODE_SLICE_BACKWARD_SLICE_FORWARD,C1_Readability,0.778,0.422
CODE_SLICE_BACKWARD_SLICE_FORWARD,C2_Problem_Identification,0.278,0.454
CODE_SLICE_BACKWARD_SLICE_FORWARD,C3_Explanation_Clarity,0.278,0.454
CODE_SLICE_BACKWARD_SLICE_FORWARD,C4_Actionability,0.222,0.422
CODE_SLICE_BACKWARD_SLICE_FORWARD,C5_Contextual_Adequacy,0.528,0.506
CODE_SLICE_BACKWARD_SLICE_FORWARD,C6_Brevity,0.306,0.467
CODE_SLICE_BACKWARD_SLICE_UNION,C1_Readability,0.806,0.401
CODE_SLICE_BACKWARD_SLICE_UNION,C2_Problem_Identification,0.444,0.504
CODE_SLICE_BACKWARD_SLICE_UNION,C3_Explanation_Clarity,0.444,0.504
CODE_SLICE_BACKWARD_SLICE_UNION,C4_Actionability,0.361,0.487
CODE_SLICE_BACKWARD_SLICE_UNION,C5_Contextual_Adequacy,0.778,0.422
CODE_SLICE_BACKWARD_SLICE_UNION,C6_Brevity,0.444,0.504
CODE_SLICE_FORWARD_SLICE_UNION,C1_Readability,0.833,0.378
CODE_SLICE_FORWARD_SLICE_UNION,C2_Problem_Identification,0.333,0.478
CODE_SLICE_FORWARD_SLICE_UNION,C3_Explanation_Clarity,0.333,0.478
CODE_SLICE_FORWARD_SLICE_UNION,C4_Actionability,0.306,0.467
CODE_SLICE_FORWARD_SLICE_UNION,C5_Contextual_Adequacy,0.75,0.439
CODE_SLICE_FORWARD_SLICE_UNION,C6_Brevity,0.333,0.478
ERROR_TEST_DOCSTRING,C1_Readability,0.75,0.439
ERROR_TEST_DOCSTRING,C2_Problem_Identification,0.5,0.507
ERROR_TEST_DOCSTRING,C3_Explanation_Clarity,0.5,0.507
ERROR_TEST_DOCSTRING,C4_Actionability,0.0,0.0
ERROR_TEST_DOCSTRING,C5_Contextual_Adequacy,0.139,0.351
ERROR_TEST_DOCSTRING,C6_Brevity,0.556,0.504
ERROR_TEST_SLICE_BLOCK,C1_Readability,0.889,0.319
ERROR_TEST_SLICE_BLOCK,C2_Problem_Identification,0.611,0.494
ERROR_TEST_SLICE_BLOCK,C3_Explanation_Clarity,0.611,0.494
ERROR_TEST_SLICE_BLOCK,C4_Actionability,0.25,0.439
ERROR_TEST_SLICE_BLOCK,C5_Contextual_Adequacy,0.222,0.422
ERROR_TEST_SLICE_BLOCK,C6_Brevity,0.611,0.494
ERROR_TEST_SLICE_BACKWARD,C1_Readability,0.889,0.319
ERROR_TEST_SLICE_BACKWARD,C2_Problem_Identification,0.611,0.494
ERROR_TEST_SLICE_BACKWARD,C3_Explanation_Clarity,0.611,0.494
ERROR_TEST_SLICE_BACKWARD,C4_Actionability,0.306,0.467
ERROR_TEST_SLICE_BACKWARD,C5_Contextual_Adequacy,0.5,0.507
ERROR_TEST_SLICE_BACKWARD,C6_Brevity,0.611,0.494
ERROR_TEST_SLICE_FORWARD,C1_Readability,0.806,0.401
ERROR_TEST_SLICE_FORWARD,C2_Problem_Identification,0.417,0.5
ERROR_TEST_SLICE_FORWARD,C3_Explanation_Clarity,0.417,0.5
ERROR_TEST_SLICE_FORWARD,C4_Actionability,0.167,0.378
ERROR_TEST_SLICE_FORWARD,C5_Contextual_Adequacy,0.361,0.487
ERROR_TEST_SLICE_FORWARD,C6_Brevity,0.528,0.506
ERROR_TEST_SLICE_UNION,C1_Readability,0.806,0.401
ERROR_TEST_SLICE_UNION,C2_Problem_Identification,0.639,0.487
ERROR_TEST_SLICE_UNION,C3_Explanation_Clarity,0.639,0.487
ERROR_TEST_SLICE_UNION,C4_Actionability,0.361,0.487
ERROR_TEST_SLICE_UNION,C5_Contextual_Adequacy,0.361,0.487
ERROR_TEST_SLICE_UNION,C6_Brevity,0.694,0.467
ERROR_DOCSTRING_SLICE_BLOCK,C1_Readability,0.833,0.378
ERROR_DOCSTRING_SLICE_BLOCK,C2_Problem_Identification,0.25,0.439
ERROR_DOCSTRING_SLICE_BLOCK,C3_Explanation_Clarity,0.25,0.439
ERROR_DOCSTRING_SLICE_BLOCK,C4_Actionability,0.083,0.28
ERROR_DOCSTRING_SLICE_BLOCK,C5_Contextual_Adequacy,0.306,0.467
ERROR_DOCSTRING_SLICE_BLOCK,C6_Brevity,0.306,0.467
ERROR_DOCSTRING_SLICE_BACKWARD,C1_Readability,0.861,0.351
ERROR_DOCSTRING_SLICE_BACKWARD,C2_Problem_Identification,0.361,0.487
ERROR_DOCSTRING_SLICE_BACKWARD,C3_Explanation_Clarity,0.361,0.487
ERROR_DOCSTRING_SLICE_BACKWARD,C4_Actionability,0.194,0.401
ERROR_DOCSTRING_SLICE_BACKWARD,C5_Contextual_Adequacy,0.5,0.507
ERROR_DOCSTRING_SLICE_BACKWARD,C6_Brevity,0.444,0.504
ERROR_DOCSTRING_SLICE_FORWARD,C1_Readability,0.806,0.401
ERROR_DOCSTRING_SLICE_FORWARD,C2_Problem_Identification,0.083,0.28
ERROR_DOCSTRING_SLICE_FORWARD,C3_Explanation_Clarity,0.083,0.28
ERROR_DOCSTRING_SLICE_FORWARD,C4_Actionability,0.056,0.232
ERROR_DOCSTRING_SLICE_FORWARD,C5_Contextual_Adequacy,0.361,0.487
ERROR_DOCSTRING_SLICE_FORWARD,C6_Brevity,0.222,0.422
ERROR_DOCSTRING_SLICE_UNION,C1_Readability,0.944,0.232
ERROR_DOCSTRING_SLICE_UNION,C2_Problem_Identification,0.417,0.5
ERROR_DOCSTRING_SLICE_UNION,C3_Explanation_Clarity,0.417,0.5
ERROR_DOCSTRING_SLICE_UNION,C4_Actionability,0.222,0.422
ERROR_DOCSTRING_SLICE_UNION,C5_Contextual_Adequacy,0.5,0.507
ERROR_DOCSTRING_SLICE_UNION,C6_Brevity,0.472,0.506
ERROR_SLICE_BLOCK_SLICE_BACKWARD,C1_Readability,1.0,0.0
ERROR_SLICE_BLOCK_SLICE_BACKWARD,C2_Problem_Identification,0.139,0.351
ERROR_SLICE_BLOCK_SLICE_BACKWARD,C3_Explanation_Clarity,0.139,0.351
ERROR_SLICE_BLOCK_SLICE_BACKWARD,C4_Actionability,0.111,0.319
ERROR_SLICE_BLOCK_SLICE_BACKWARD,C5_Contextual_Adequacy,0.611,0.494
ERROR_SLICE_BLOCK_SLICE_BACKWARD,C6_Brevity,0.222,0.422
ERROR_SLICE_BLOCK_SLICE_FORWARD,C1_Readability,0.861,0.351
ERROR_SLICE_BLOCK_SLICE_FORWARD,C2_Problem_Identification,0.306,0.467
ERROR_SLICE_BLOCK_SLICE_FORWARD,C3_Explanation_Clarity,0.306,0.467
ERROR_SLICE_BLOCK_SLICE_FORWARD,C4_Actionability,0.167,0.378
ERROR_SLICE_BLOCK_SLICE_FORWARD,C5_Contextual_Adequacy,0.611,0.494
ERROR_SLICE_BLOCK_SLICE_FORWARD,C6_Brevity,0.306,0.467
ERROR_SLICE_BLOCK_SLICE_UNION,C1_Readability,0.917,0.28
ERROR_SLICE_BLOCK_SLICE_UNION,C2_Problem_Identification,0.278,0.454
ERROR_SLICE_BLOCK_SLICE_UNION,C3_Explanation_Clarity,0.278,0.454
ERROR_SLICE_BLOCK_SLICE_UNION,C4_Actionability,0.194,0.401
ERROR_SLICE_BLOCK_SLICE_UNION,C5_Contextual_Adequacy,0.5,0.507
ERROR_SLICE_BLOCK_SLICE_UNION,C6_Brevity,0.333,0.478
ERROR_SLICE_BACKWARD_SLICE_FORWARD,C1_Readability,0.917,0.28
ERROR_SLICE_BACKWARD_SLICE_FORWARD,C2_Problem_Identification,0.25,0.439
ERROR_SLICE_BACKWARD_SLICE_FORWARD,C3_Explanation_Clarity,0.25,0.439
ERROR_SLICE_BACKWARD_SLICE_FORWARD,C4_Actionability,0.222,0.422
ERROR_SLICE_BACKWARD_SLICE_FORWARD,C5_Contextual_Adequacy,0.778,0.422
ERROR_SLICE_BACKWARD_SLICE_FORWARD,C6_Brevity,0.333,0.478
ERROR_SLICE_BACKWARD_SLICE_UNION,C1_Readability,0.889,0.319
ERROR_SLICE_BACKWARD_SLICE_UNION,C2_Problem_Identification,0.25,0.439
ERROR_SLICE_BACKWARD_SLICE_UNION,C3_Explanation_Clarity,0.25,0.439
ERROR_SLICE_BACKWARD_SLICE_UNION,C4_Actionability,0.167,0.378
ERROR_SLICE_BACKWARD_SLICE_UNION,C5_Contextual_Adequacy,0.611,0.494
ERROR_SLICE_BACKWARD_SLICE_UNION,C6_Brevity,0.361,0.487
ERROR_SLICE_FORWARD_SLICE_UNION,C1_Readability,0.833,0.378
ERROR_SLICE_FORWARD_SLICE_UNION,C2_Problem_Identification,0.278,0.454
ERROR_SLICE_FORWARD_SLICE_UNION,C3_Explanation_Clarity,0.278,0.454
ERROR_SLICE_FORWARD_SLICE_UNION,C4_Actionability,0.222,0.422
ERROR_SLICE_FORWARD_SLICE_UNION,C5_Contextual_Adequacy,0.778,0.422
ERROR_SLICE_FORWARD_SLICE_UNION,C6_Brevity,0.389,0.494
TEST_DOCSTRING_SLICE_BLOCK,C1_Readability,0.806,0.401
TEST_DOCSTRING_SLICE_BLOCK,C2_Problem_Identification,0.5,0.507
TEST_DOCSTRING_SLICE_BLOCK,C3_Explanation_Clarity,0.5,0.507
TEST_DOCSTRING_SLICE_BLOCK,C4_Actionability,0.194,0.401
TEST_DOCSTRING_SLICE_BLOCK,C5_Contextual_Adequacy,0.25,0.439
TEST_DOCSTRING_SLICE_BLOCK,C6_Brevity,0.5,0.507
TEST_DOCSTRING_SLICE_BACKWARD,C1_Readability,0.694,0.467
TEST_DOCSTRING_SLICE_BACKWARD,C2_Problem_Identification,0.444,0.504
TEST_DOCSTRING_SLICE_BACKWARD,C3_Explanation_Clarity,0.444,0.504
TEST_DOCSTRING_SLICE_BACKWARD,C4_Actionability,0.111,0.319
TEST_DOCSTRING_SLICE_BACKWARD,C5_Contextual_Adequacy,0.361,0.487
TEST_DOCSTRING_SLICE_BACKWARD,C6_Brevity,0.472,0.506
TEST_DOCSTRING_SLICE_FORWARD,C1_Readability,0.694,0.467
TEST_DOCSTRING_SLICE_FORWARD,C2_Problem_Identification,0.278,0.454
TEST_DOCSTRING_SLICE_FORWARD,C3_Explanation_Clarity,0.278,0.454
TEST_DOCSTRING_SLICE_FORWARD,C4_Actionability,0.056,0.232
TEST_DOCSTRING_SLICE_FORWARD,C5_Contextual_Adequacy,0.167,0.378
TEST_DOCSTRING_SLICE_FORWARD,C6_Brevity,0.417,0.5
TEST_DOCSTRING_SLICE_UNION,C1_Readability,0.694,0.467
TEST_DOCSTRING_SLICE_UNION,C2_Problem_Identification,0.694,0.467
TEST_DOCSTRING_SLICE_UNION,C3_Explanation_Clarity,0.694,0.467
TEST_DOCSTRING_SLICE_UNION,C4_Actionability,0.389,0.494
TEST_DOCSTRING_SLICE_UNION,C5_Contextual_Adequacy,0.333,0.478
TEST_DOCSTRING_SLICE_UNION,C6_Brevity,0.694,0.467
TEST_SLICE_BLOCK_SLICE_BACKWARD,C1_Readability,0.833,0.378
TEST_SLICE_BLOCK_SLICE_BACKWARD,C2_Problem_Identification,0.556,0.504
TEST_SLICE_BLOCK_SLICE_BACKWARD,C3_Explanation_Clarity,0.556,0.504
TEST_SLICE_BLOCK_SLICE_BACKWARD,C4_Actionability,0.278,0.454
TEST_SLICE_BLOCK_SLICE_BACKWARD,C5_Contextual_Adequacy,0.5,0.507
TEST_SLICE_BLOCK_SLICE_BACKWARD,C6_Brevity,0.583,0.5
TEST_SLICE_BLOCK_SLICE_FORWARD,C1_Readability,0.778,0.422
TEST_SLICE_BLOCK_SLICE_FORWARD,C2_Problem_Identification,0.5,0.507
TEST_SLICE_BLOCK_SLICE_FORWARD,C3_Explanation_Clarity,0.5,0.507
TEST_SLICE_BLOCK_SLICE_FORWARD,C4_Actionability,0.194,0.401
TEST_SLICE_BLOCK_SLICE_FORWARD,C5_Contextual_Adequacy,0.333,0.478
TEST_SLICE_BLOCK_SLICE_FORWARD,C6_Brevity,0.5,0.507
TEST_SLICE_BLOCK_SLICE_UNION,C1_Readability,0.833,0.378
TEST_SLICE_BLOCK_SLICE_UNION,C2_Problem_Identification,0.611,0.494
TEST_SLICE_BLOCK_SLICE_UNION,C3_Explanation_Clarity,0.611,0.494
TEST_SLICE_BLOCK_SLICE_UNION,C4_Actionability,0.389,0.494
TEST_SLICE_BLOCK_SLICE_UNION,C5_Contextual_Adequacy,0.444,0.504
TEST_SLICE_BLOCK_SLICE_UNION,C6_Brevity,0.639,0.487
TEST_SLICE_BACKWARD_SLICE_FORWARD,C1_Readability,0.833,0.378
TEST_SLICE_BACKWARD_SLICE_FORWARD,C2_Problem_Identification,0.444,0.504
TEST_SLICE_BACKWARD_SLICE_FORWARD,C3_Explanation_Clarity,0.444,0.504
TEST_SLICE_BACKWARD_SLICE_FORWARD,C4_Actionability,0.361,0.487
TEST_SLICE_BACKWARD_SLICE_FORWARD,C5_Contextual_Adequacy,0.472,0.506
TEST_SLICE_BACKWARD_SLICE_FORWARD,C6_Brevity,0.528,0.506
TEST_SLICE_BACKWARD_SLICE_UNION,C1_Readability,0.778,0.422
TEST_SLICE_BACKWARD_SLICE_UNION,C2_Problem_Identification,0.528,0.506
TEST_SLICE_BACKWARD_SLICE_UNION,C3_Explanation_Clarity,0.528,0.506
TEST_SLICE_BACKWARD_SLICE_UNION,C4_Actionability,0.444,0.504
TEST_SLICE_BACKWARD_SLICE_UNION,C5_Contextual_Adequacy,0.361,0.487
TEST_SLICE_BACKWARD_SLICE_UNION,C6_Brevity,0.528,0.506
TEST_SLICE_FORWARD_SLICE_UNION,C1_Readability,0.833,0.378
TEST_SLICE_FORWARD_SLICE_UNION,C2_Problem_Identification,0.556,0.504
TEST_SLICE_FORWARD_SLICE_UNION,C3_Explanation_Clarity,0.556,0.504
TEST_SLICE_FORWARD_SLICE_UNION,C4_Actionability,0.361,0.487
TEST_SLICE_FORWARD_SLICE_UNION,C5_Contextual_Adequacy,0.472,0.506
TEST_SLICE_FORWARD_SLICE_UNION,C6_Brevity,0.583,0.5
DOCSTRING_SLICE_BLOCK_SLICE_BACKWARD,C1_Readability,0.667,0.478
DOCSTRING_SLICE_BLOCK_SLICE_BACKWARD,C2_Problem_Identification,0.194,0.401
DOCSTRING_SLICE_BLOCK_SLICE_BACKWARD,C3_Explanation_Clarity,0.194,0.401
DOCSTRING_SLICE_BLOCK_SLICE_BACKWARD,C4_Actionability,0.083,0.28
DOCSTRING_SLICE_BLOCK_SLICE_BACKWARD,C5_Contextual_Adequacy,0.611,0.494
DOCSTRING_SLICE_BLOCK_SLICE_BACKWARD,C6_Brevity,0.194,0.401
DOCSTRING_SLICE_BLOCK_SLICE_FORWARD,C1_Readability,0.778,0.422
DOCSTRING_SLICE_BLOCK_SLICE_FORWARD,C2_Problem_Identification,0.0,0.0
DOCSTRING_SLICE_BLOCK_SLICE_FORWARD,C3_Explanation_Clarity,0.0,0.0
DOCSTRING_SLICE_BLOCK_SLICE_FORWARD,C4_Actionability,0.0,0.0
DOCSTRING_SLICE_BLOCK_SLICE_FORWARD,C5_Contextual_Adequacy,0.528,0.506
DOCSTRING_SLICE_BLOCK_SLICE_FORWARD,C6_Brevity,0.0,0.0
DOCSTRING_SLICE_BLOCK_SLICE_UNION,C1_Readability,0.778,0.422
DOCSTRING_SLICE_BLOCK_SLICE_UNION,C2_Problem_Identification,0.139,0.351
DOCSTRING_SLICE_BLOCK_SLICE_UNION,C3_Explanation_Clarity,0.139,0.351
DOCSTRING_SLICE_BLOCK_SLICE_UNION,C4_Actionability,0.028,0.167
DOCSTRING_SLICE_BLOCK_SLICE_UNION,C5_Contextual_Adequacy,0.667,0.478
DOCSTRING_SLICE_BLOCK_SLICE_UNION,C6_Brevity,0.167,0.378
DOCSTRING_SLICE_BACKWARD_SLICE_FORWARD,C1_Readability,0.778,0.422
DOCSTRING_SLICE_BACKWARD_SLICE_FORWARD,C2_Problem_Identification,0.083,0.28
DOCSTRING_SLICE_BACKWARD_SLICE_FORWARD,C3_Explanation_Clarity,0.083,0.28
DOCSTRING_SLICE_BACKWARD_SLICE_FORWARD,C4_Actionability,0.0,0.0
DOCSTRING_SLICE_BACKWARD_SLICE_FORWARD,C5_Contextual_Adequacy,0.639,0.487
DOCSTRING_SLICE_BACKWARD_SLICE_FORWARD,C6_Brevity,0.111,0.319
DOCSTRING_SLICE_BACKWARD_SLICE_UNION,C1_Readability,0.722,0.454
DOCSTRING_SLICE_BACKWARD_SLICE_UNION,C2_Problem_Identification,0.056,0.232
DOCSTRING_SLICE_BACKWARD_SLICE_UNION,C3_Explanation_Clarity,0.056,0.232
DOCSTRING_SLICE_BACKWARD_SLICE_UNION,C4_Actionability,0.0,0.0
DOCSTRING_SLICE_BACKWARD_SLICE_UNION,C5_Contextual_Adequacy,0.583,0.5
DOCSTRING_SLICE_BACKWARD_SLICE_UNION,C6_Brevity,0.056,0.232
DOCSTRING_SLICE_FORWARD_SLICE_UNION,C1_Readability,0.722,0.454
DOCSTRING_SLICE_FORWARD_SLICE_UNION,C2_Problem_Identification,0.139,0.351
DOCSTRING_SLICE_FORWARD_SLICE_UNION,C3_Explanation_Clarity,0.139,0.351
DOCSTRING_SLICE_FORWARD_SLICE_UNION,C4_Actionability,0.0,0.0
DOCSTRING_SLICE_FORWARD_SLICE_UNION,C5_Contextual_Adequacy,0.528,0.506
DOCSTRING_SLICE_FORWARD_SLICE_UNION,C6_Brevity,0.139,0.351
SLICE_BLOCK_SLICE_BACKWARD_SLICE_FORWARD,C1_Readability,0.806,0.401
SLICE_BLOCK_SLICE_BACKWARD_SLICE_FORWARD,C2_Problem_Identification,0.028,0.167
SLICE_BLOCK_SLICE_BACKWARD_SLICE_FORWARD,C3_Explanation_Clarity,0.028,0.167
SLICE_BLOCK_SLICE_BACKWARD_SLICE_FORWARD,C4_Actionability,0.0,0.0
SLICE_BLOCK_SLICE_BACKWARD_SLICE_FORWARD,C5_Contextual_Adequacy,0.583,0.5
SLICE_BLOCK_SLICE_BACKWARD_SLICE_FORWARD,C6_Brevity,0.056,0.232
SLICE_BLOCK_SLICE_BACKWARD_SLICE_UNION,C1_Readability,0.806,0.401
SLICE_BLOCK_SLICE_BACKWARD_SLICE_UNION,C2_Problem_Identification,0.056,0.232
SLICE_BLOCK_SLICE_BACKWARD_SLICE_UNION,C3_Explanation_Clarity,0.056,0.232
SLICE_BLOCK_SLICE_BACKWARD_SLICE_UNION,C4_Actionability,0.0,0.0
SLICE_BLOCK_SLICE_BACKWARD_SLICE_UNION,C5_Contextual_Adequacy,0.556,0.504
SLICE_BLOCK_SLICE_BACKWARD_SLICE_UNION,C6_Brevity,0.056,0.232
SLICE_BLOCK_SLICE_FORWARD_SLICE_UNION,C1_Readability,0.778,0.422
SLICE_BLOCK_SLICE_FORWARD_SLICE_UNION,C2_Problem_Identification,0.0,0.0
SLICE_BLOCK_SLICE_FORWARD_SLICE_UNION,C3_Explanation_Clarity,0.0,0.0
SLICE_BLOCK_SLICE_FORWARD_SLICE_UNION,C4_Actionability,0.0,0.0
SLICE_BLOCK_SLICE_FORWARD_SLICE_UNION,C5_Contextual_Adequacy,0.583,0.5
SLICE_BLOCK_SLICE_FORWARD_SLICE_UNION,C6_Brevity,0.0,0.0
SLICE_BACKWARD_SLICE_FORWARD_SLICE_UNION,C1_Readability,0.722,0.454
SLICE_BACKWARD_SLICE_FORWARD_SLICE_UNION,C2_Problem_Identification,0.083,0.28
