Model,Batch,Defect,Level,Run,Passed,Has_Scores,Total_Score,Minimal,Line_Deviation,Jaccard,Levenshtein,Expected_N,Actual_N,Spurious_N,Missed_N,Factor_CODE,Factor_ERROR,Factor_TEST,Factor_DOCSTRING,Factor_SLICE_BLOCK,Factor_SLICE_BACKWARD,Factor_SLICE_FORWARD,Factor_SLICE_UNION,SLICE_BLOCK_Expected_Coverage,SLICE_BLOCK_Actual_Coverage,SLICE_BLOCK_OutOfSlice_Actual_N,SLICE_BACKWARD_Expected_Coverage,SLICE_BACKWARD_Actual_Coverage,SLICE_BACKWARD_OutOfSlice_Actual_N,SLICE_FORWARD_Expected_Coverage,SLICE_FORWARD_Actual_Coverage,SLICE_FORWARD_OutOfSlice_Actual_N,SLICE_UNION_Expected_Coverage,SLICE_UNION_Actual_Coverage,SLICE_UNION_OutOfSlice_Actual_N,Baseline_Volume,Baseline_Effort,Delta_Volume,Delta_Effort,Quartile
gpt_5_mini,isolated,defect5_py,CODE,1,False,True,0,False,13,0.5454545454545454,0.351351,2,2,2,2,1,0,0,0,0,0,0,0,,,,,,,,,,,,,82.0447025077789,287.15645877722613,60.57892462350408,385.2120691273937,Q1
gpt_5_mini,isolated,defect5_py,ERROR,1,False,True,2,False,20,0.3448275862068966,0.5,2,6,5,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,82.0447025077789,287.15645877722613,71.68640728947774,596.7974225569995,Q3
gpt_5_mini,isolated,defect5_py,TEST,1,False,True,0,False,19,0.24,0.612903,2,7,6,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,82.0447025077789,287.15645877722613,-19.774933372307537,-147.0494782224156,Q1
gpt_5_mini,isolated,defect5_py,DOCSTRING,1,True,True,1,False,34,0.13513513513513514,0.772727,2,11,10,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,82.0447025077789,287.15645877722613,30.32542795929254,122.1918736385341,Q1
gpt_5_mini,isolated,defect5_py,SLICE_BLOCK,1,True,True,1,False,33,0.0967741935483871,0.846154,2,14,12,0,0,0,0,0,1,0,0,0,0.0,0.42857142857142855,8.0,,,,,,,,,,82.0447025077789,287.15645877722613,25.955297492221103,36.843541222773865,Q1
gpt_5_mini,isolated,defect5_py,SLICE_BACKWARD,1,False,True,1,False,4,0.7777777777777778,0.125,2,0,0,2,0,0,0,0,0,1,0,0,,,,0.5,1.0,0.0,,,,,,,82.0447025077789,287.15645877722613,0.0,0.0,Q1
gpt_5_mini,isolated,defect5_py,SLICE_FORWARD,1,False,True,0,False,21,0.2222222222222222,0.636364,2,2,2,2,0,0,0,0,0,0,1,0,,,,,,,0.0,0.0,2.0,,,,82.0447025077789,287.15645877722613,49.72482017558393,239.92163195622516,Q1
gpt_5_mini,isolated,defect5_py,SLICE_UNION,1,False,True,2,False,4,0.7777777777777778,0.125,2,0,0,2,0,0,0,0,0,0,0,1,,,,,,,,,,0.5,1.0,0.0,82.0447025077789,287.15645877722613,0.0,0.0,Q3
gpt_5_mini,isolated,defect5_py,BASELINE,1,False,True,1,False,18,0.37037037037037035,0.473684,2,5,4,1,1,1,1,1,1,1,1,1,0.0,0.2,4.0,0.5,0.8,1.0,0.0,0.0,5.0,0.5,0.8,1.0,82.0447025077789,287.15645877722613,28.316794205980287,254.61816145395528,Q1
gpt_5_mini,isolated,defect6_py,CODE,1,False,True,1,False,16,0.4666666666666667,0.333333,1,5,5,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,313.9937575983544,2322.471069132656,6.155862929069372,94.14219549370456,Q2
gpt_5_mini,isolated,defect6_py,ERROR,1,False,True,2,False,16,0.4838709677419355,0.32,1,8,8,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,313.9937575983544,2322.471069132656,97.04581742579074,1130.2613610701635,Q3
gpt_5_mini,isolated,defect6_py,TEST,1,True,True,2,False,7,0.875,0.142857,1,3,3,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,313.9937575983544,2322.471069132656,0.0,0.0,Q3
gpt_5_mini,isolated,defect6_py,DOCSTRING,1,False,True,2,False,6,0.7916666666666666,0.125,1,4,4,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,313.9937575983544,2322.471069132656,22.434657193175667,347.2511901807766,Q3
gpt_5_mini,isolated,defect6_py,SLICE_BLOCK,1,False,True,2,False,4,0.8260869565217391,0.086957,1,2,2,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,,,,,,,,,,313.9937575983544,2322.471069132656,0.0,0.0,Q3
gpt_5_mini,isolated,defect6_py,SLICE_BACKWARD,1,False,True,2,False,4,0.8260869565217391,0.086957,1,3,2,0,0,0,0,0,0,1,0,0,,,,1.0,0.3333333333333333,2.0,,,,,,,313.9937575983544,2322.471069132656,-34.81780752046956,-389.714491670376,Q3
gpt_5_mini,isolated,defect6_py,SLICE_FORWARD,1,False,True,2,False,6,0.75,0.130435,1,3,3,1,0,0,0,0,0,0,1,0,,,,,,,0.0,0.3333333333333333,2.0,,,,313.9937575983544,2322.471069132656,38.71345145728196,612.9631223626402,Q3
gpt_5_mini,isolated,defect6_py,SLICE_UNION,1,False,True,2,False,6,0.75,0.130435,1,3,3,1,0,0,0,0,0,0,0,1,,,,,,,,,,1.0,0.3333333333333333,2.0,313.9937575983544,2322.471069132656,38.71345145728196,612.9631223626402,Q3
gpt_5_mini,isolated,defect6_py,BASELINE,1,True,True,6,False,5,0.8333333333333334,0.102041,1,3,3,1,1,1,1,1,1,1,1,1,1.0,0.6666666666666666,1.0,1.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,3.0,313.9937575983544,2322.471069132656,0.0,0.0,Q4
gpt_5_mini,isolated,defect7_py,CODE,1,False,True,2,False,13,0.2777777777777778,0.565217,1,6,5,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,15.509775004326936,15.509775004326936,9.756419294191502,14.809658153895189,Q3
gpt_5_mini,isolated,defect7_py,ERROR,1,False,True,2,False,11,0.3888888888888889,0.44,1,4,3,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,15.509775004326936,15.509775004326936,9.756419294191502,14.809658153895189,Q3
gpt_5_mini,isolated,defect7_py,TEST,1,True,True,1,False,11,0.35294117647058826,0.478261,1,5,4,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,15.509775004326936,15.509775004326936,9.756419294191502,14.809658153895189,Q2
gpt_5_mini,isolated,defect7_py,DOCSTRING,1,False,True,1,False,11,0.35294117647058826,0.478261,1,5,4,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,15.509775004326936,15.509775004326936,9.756419294191502,14.809658153895189,Q2
gpt_5_mini,isolated,defect7_py,SLICE_BLOCK,1,False,True,2,False,7,0.5333333333333333,0.304348,1,3,2,0,0,0,0,0,1,0,0,0,1.0,1.0,0.0,,,,,,,,,,15.509775004326936,15.509775004326936,9.756419294191502,14.809658153895189,Q3
gpt_5_mini,isolated,defect7_py,SLICE_BACKWARD,1,True,True,2,False,9,0.4375,0.391304,1,4,3,0,0,0,0,0,0,1,0,0,,,,1.0,0.5,2.0,,,,,,,15.509775004326936,15.509775004326936,9.756419294191502,14.809658153895189,Q3
gpt_5_mini,isolated,defect7_py,SLICE_FORWARD,1,True,True,2,False,11,0.35294117647058826,0.478261,1,5,4,0,0,0,0,0,0,0,1,0,,,,,,,0.0,0.2,4.0,,,,15.509775004326936,15.509775004326936,9.756419294191502,14.809658153895189,Q3
gpt_5_mini,isolated,defect7_py,SLICE_UNION,1,True,True,2,False,7,0.5625,0.28,1,2,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,1.0,1.0,0.0,15.509775004326936,15.509775004326936,0.0,0.0,Q3
gpt_5_mini,isolated,defect7_py,BASELINE,1,False,True,2,False,22,0.14285714285714285,0.75,1,10,9,0,1,1,1,1,1,1,1,1,1.0,0.3,7.0,1.0,0.2,8.0,0.0,0.1,9.0,1.0,0.3,7.0,15.509775004326936,15.509775004326936,,,Q3
gpt_5_mini,isolated,defect8_py,CODE,1,False,True,1,False,55,0.044444444444444446,0.929825,1,19,19,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,318.01554705058794,1709.3335653969102,,,Q2
gpt_5_mini,isolated,defect8_py,ERROR,1,False,True,1,False,43,0.30434782608695654,0.493333,1,13,13,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,318.01554705058794,1709.3335653969102,223.79464716778563,2489.6954397954846,Q2
gpt_5_mini,isolated,defect8_py,TEST,1,True,True,0,False,39,0.14634146341463414,0.649123,1,16,15,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,318.01554705058794,1709.3335653969102,-40.57387048587299,-537.9131532347803,Q1
gpt_5_mini,isolated,defect8_py,DOCSTRING,1,True,True,1,False,40,0.13157894736842105,0.703704,1,19,18,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,318.01554705058794,1709.3335653969102,-125.72135016828378,-1027.5632309960138,Q2
gpt_5_mini,isolated,defect8_py,SLICE_BLOCK,1,False,True,2,False,4,0.875,0.071429,1,0,0,1,0,0,0,0,1,0,0,0,0.0,1.0,0.0,,,,,,,,,,318.01554705058794,1709.3335653969102,0.0,0.0,Q3
gpt_5_mini,isolated,defect8_py,SLICE_BACKWARD,1,False,True,1,False,32,0.7307692307692307,0.178571,1,14,13,0,0,0,0,0,0,1,0,0,,,,1.0,0.2857142857142857,10.0,,,,,,,318.01554705058794,1709.3335653969102,-7.680313734317224,-312.825015473692,Q2
gpt_5_mini,isolated,defect8_py,SLICE_FORWARD,1,False,True,1,False,50,0.04878048780487805,0.923077,1,18,18,1,0,0,0,0,0,0,1,0,,,,,,,0.0,0.16666666666666666,15.0,,,,318.01554705058794,1709.3335653969102,,,Q2
gpt_5_mini,isolated,defect8_py,SLICE_UNION,1,False,True,1,False,37,0.16666666666666666,0.660377,1,18,17,0,0,0,0,0,0,0,0,1,,,,,,,,,,1.0,0.5,9.0,318.01554705058794,1709.3335653969102,-95.07671308317852,-1087.6772014493265,Q2
gpt_5_mini,isolated,defect8_py,BASELINE,1,False,True,1,False,58,0.06666666666666667,0.866667,1,21,20,0,1,1,1,1,1,1,1,1,0.0,0.047619047619047616,20.0,1.0,0.2857142857142857,15.0,0.0,0.14285714285714285,18.0,1.0,0.42857142857142855,12.0,318.01554705058794,1709.3335653969102,,,Q2
gpt_5_mini,isolated,defect9_py,CODE,1,True,True,1,False,4,0.9285714285714286,0.036364,2,2,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,753.1372703609895,6532.017479477044,86.93260173155738,763.3261465898113,Q2
gpt_5_mini,isolated,defect9_py,ERROR,1,True,True,2,False,26,0.5185185185185185,0.236364,2,1,1,2,0,1,0,0,0,0,0,0,,,,,,,,,,,,,753.1372703609895,6532.017479477044,95.94762913117609,794.9996273475917,Q3
gpt_5_mini,isolated,defect9_py,TEST,1,True,True,1,False,2,0.9512195121951219,0.018519,2,3,2,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,753.1372703609895,6532.017479477044,65.78477035080971,545.8087295320775,Q2
gpt_5_mini,isolated,defect9_py,DOCSTRING,1,True,True,0,False,6,0.9047619047619048,0.055556,2,5,3,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,753.1372703609895,6532.017479477044,20.862729639010468,214.92591674937103,Q1
gpt_5_mini,isolated,defect9_py,SLICE_BLOCK,1,False,True,1,False,4,0.926829268292683,0.037736,2,5,4,1,0,0,0,0,1,0,0,0,1.0,0.2,4.0,,,,,,,,,,753.1372703609895,6532.017479477044,0.0,0.0,Q2
gpt_5_mini,isolated,defect9_py,SLICE_BACKWARD,1,True,True,2,False,2,0.9512195121951219,0.018519,2,2,0,0,0,0,0,0,0,1,0,0,,,,0.5,0.5,1.0,,,,,,,753.1372703609895,6532.017479477044,65.78477035080971,545.8087295320775,Q3
gpt_5_mini,isolated,defect9_py,SLICE_FORWARD,1,True,True,1,False,6,0.8837209302325582,0.054545,2,4,2,0,0,0,0,0,0,0,1,0,,,,,,,0.5,0.25,3.0,,,,753.1372703609895,6532.017479477044,218.55844535636777,1901.997678038456,Q2
gpt_5_mini,isolated,defect9_py,SLICE_UNION,1,True,True,1,False,68,0.2727272727272727,0.576271,2,29,28,1,0,0,0,0,0,0,0,1,,,,,,,,,,1.0,0.3793103448275862,18.0,753.1372703609895,6532.017479477044,-44.31039888796727,556.2512352531785,Q2
gpt_5_mini,isolated,defect9_py,BASELINE,1,True,True,2,False,2,0.9512195121951219,0.018519,2,2,0,0,1,1,1,1,1,1,1,1,1.0,1.0,0.0,0.5,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.0,753.1372703609895,6532.017479477044,95.94762913117609,794.9996273475917,Q3
gpt_5_mini,isolated,defect10_py,CODE,1,True,True,1,False,96,0.14705882352941177,0.783333,89,1,0,88,1,0,0,0,0,0,0,0,,,,,,,,,,,,,1128.4933005134633,10019.408375273106,47.69310527782841,348.7553524898558,Q2
gpt_5_mini,isolated,defect10_py,ERROR,1,True,True,1,False,98,0.14492753623188406,0.786885,89,2,1,88,0,1,0,0,0,0,0,0,,,,,,,,,,,,,1128.4933005134633,10019.408375273106,73.2182086158291,467.5273943951852,Q2
gpt_5_mini,isolated,defect10_py,TEST,1,True,True,1,False,109,0.1282051282051282,0.80597,89,10,4,83,0,0,1,0,0,0,0,0,,,,,,,,,,,,,1128.4933005134633,10019.408375273106,512.0792357024193,3738.660319527413,Q2
gpt_5_mini,isolated,defect10_py,DOCSTRING,1,True,True,0,False,100,0.1388888888888889,0.790323,89,10,3,82,0,0,0,1,0,0,0,0,,,,,,,,,,,,,1128.4933005134633,10019.408375273106,22.223612322409963,231.69651724365212,Q1
gpt_5_mini,isolated,defect10_py,SLICE_BLOCK,1,True,True,1,False,96,0.14705882352941177,0.783333,89,1,0,88,0,0,0,0,1,0,0,0,0.0,0.0,1.0,,,,,,,,,,1128.4933005134633,10019.408375273106,31.763875991677196,261.75938320299974,Q2
gpt_5_mini,isolated,defect10_py,SLICE_BACKWARD,1,False,True,2,False,96,0.14705882352941177,0.783333,89,0,0,89,0,0,0,0,0,1,0,0,,,,0.0,1.0,0.0,,,,,,,1128.4933005134633,10019.408375273106,0.0,0.0,Q3
gpt_5_mini,isolated,defect10_py,SLICE_FORWARD,1,False,True,2,False,101,0.0958904109589041,0.834711,89,9,0,80,0,0,0,0,0,0,1,0,,,,,,,0.0,0.0,9.0,,,,1128.4933005134633,10019.408375273106,34.90847043227109,148.40436258139562,Q3
gpt_5_mini,isolated,defect10_py,SLICE_UNION,1,True,True,0,False,98,0.14084507042253522,0.786885,89,3,0,86,0,0,0,0,0,0,0,1,,,,,,,,,,0.0,0.0,3.0,1128.4933005134633,10019.408375273106,114.84751823208512,1800.403044489769,Q1
gpt_5_mini,isolated,defect10_py,BASELINE,1,True,True,1,False,96,0.14705882352941177,0.783333,89,1,0,88,1,1,1,1,1,1,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1128.4933005134633,10019.408375273106,-25.359400011538582,-485.1796637921853,Q2
gpt_5_mini,isolated,defect11_py,CODE,1,False,True,0,False,23,0.08,0.851852,9,9,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,Q1
gpt_5_mini,isolated,defect11_py,ERROR,1,False,True,1,False,25,0.07407407407407407,0.862069,9,1,1,9,0,1,0,0,0,0,0,0,,,,,,,,,,,,,0.0,0.0,4.754887502163469,2.3774437510817346,Q2
gpt_5_mini,isolated,defect11_py,TEST,1,False,True,0,False,25,0.2222222222222222,0.757576,9,1,1,9,0,0,1,0,0,0,0,0,,,,,,,,,,,,,0.0,0.0,25.26619429851844,56.848937171666485,Q1
gpt_5_mini,isolated,defect11_py,DOCSTRING,1,False,True,2,False,30,0.0625,0.882353,9,1,1,9,0,0,0,1,0,0,0,0,,,,,,,,,,,,,0.0,0.0,49.82892142331044,166.09640474436813,Q3
gpt_5_mini,isolated,defect11_py,SLICE_BLOCK,1,False,True,1,False,20,0.2857142857142857,0.555556,9,1,1,9,0,0,0,0,1,0,0,0,0.0,0.0,1.0,,,,,,,,,,0.0,0.0,47.548875021634686,190.19550008653871,Q2
gpt_5_mini,isolated,defect11_py,SLICE_BACKWARD,1,False,True,2,False,23,0.08,0.851852,9,0,0,9,0,0,0,0,0,1,0,0,,,,0.0,1.0,0.0,,,,,,,0.0,0.0,0.0,0.0,Q3
gpt_5_mini,isolated,defect11_py,SLICE_FORWARD,1,False,True,1,False,24,0.0,1.0,9,11,2,0,0,0,0,0,0,0,1,0,,,,,,,0.0,0.0,11.0,,,,0.0,0.0,0.0,0.0,Q2
gpt_5_mini,isolated,defect11_py,SLICE_UNION,1,True,True,2,False,22,0.21428571428571427,0.647059,9,1,1,9,0,0,0,0,0,0,0,1,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,62.26976913547136,311.3488456773568,Q3
gpt_5_mini,isolated,defect11_py,BASELINE,1,False,True,1,False,23,0.08,0.851852,9,0,0,9,1,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Q2
gpt_5_mini,isolated,defect12_py,CODE,1,True,True,1,False,14,0.48148148148148145,0.35,1,6,5,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,192.29419688230416,999.9298237879816,48.14344230251325,398.9800769236832,Q2
