Levels,Criterion,Mean,Std
ERROR_SLICE_BLOCK,C5_Contextual_Adequacy,0.639,0.487
ERROR_SLICE_BLOCK,C6_Brevity,1.0,0.0
ERROR_SLICE_BACKWARD,C1_Readability,0.944,0.232
ERROR_SLICE_BACKWARD,C2_Problem_Identification,0.111,0.319
ERROR_SLICE_BACKWARD,C3_Explanation_Clarity,0.139,0.351
ERROR_SLICE_BACKWARD,C4_Actionability,0.0,0.0
ERROR_SLICE_BACKWARD,C5_Contextual_Adequacy,0.583,0.5
ERROR_SLICE_BACKWARD,C6_Brevity,1.0,0.0
ERROR_SLICE_FORWARD,C1_Readability,0.667,0.478
ERROR_SLICE_FORWARD,C2_Problem_Identification,0.083,0.28
ERROR_SLICE_FORWARD,C3_Explanation_Clarity,0.056,0.232
ERROR_SLICE_FORWARD,C4_Actionability,0.0,0.0
ERROR_SLICE_FORWARD,C5_Contextual_Adequacy,0.5,0.507
ERROR_SLICE_FORWARD,C6_Brevity,1.0,0.0
ERROR_SLICE_UNION,C1_Readability,0.75,0.439
ERROR_SLICE_UNION,C2_Problem_Identification,0.361,0.487
ERROR_SLICE_UNION,C3_Explanation_Clarity,0.361,0.487
ERROR_SLICE_UNION,C4_Actionability,0.028,0.167
ERROR_SLICE_UNION,C5_Contextual_Adequacy,0.806,0.401
ERROR_SLICE_UNION,C6_Brevity,1.0,0.0
TEST_DOCSTRING,C1_Readability,0.472,0.506
TEST_DOCSTRING,C2_Problem_Identification,0.25,0.439
TEST_DOCSTRING,C3_Explanation_Clarity,0.194,0.401
TEST_DOCSTRING,C4_Actionability,0.0,0.0
TEST_DOCSTRING,C5_Contextual_Adequacy,0.111,0.319
TEST_DOCSTRING,C6_Brevity,1.0,0.0
TEST_SLICE_BLOCK,C1_Readability,0.639,0.487
TEST_SLICE_BLOCK,C2_Problem_Identification,0.333,0.478
TEST_SLICE_BLOCK,C3_Explanation_Clarity,0.306,0.467
TEST_SLICE_BLOCK,C4_Actionability,0.056,0.232
TEST_SLICE_BLOCK,C5_Contextual_Adequacy,0.417,0.5
TEST_SLICE_BLOCK,C6_Brevity,1.0,0.0
TEST_SLICE_BACKWARD,C1_Readability,0.722,0.454
TEST_SLICE_BACKWARD,C2_Problem_Identification,0.389,0.494
TEST_SLICE_BACKWARD,C3_Explanation_Clarity,0.361,0.487
TEST_SLICE_BACKWARD,C4_Actionability,0.111,0.319
TEST_SLICE_BACKWARD,C5_Contextual_Adequacy,0.583,0.5
TEST_SLICE_BACKWARD,C6_Brevity,1.0,0.0
TEST_SLICE_FORWARD,C1_Readability,0.694,0.467
TEST_SLICE_FORWARD,C2_Problem_Identification,0.111,0.319
TEST_SLICE_FORWARD,C3_Explanation_Clarity,0.139,0.351
TEST_SLICE_FORWARD,C4_Actionability,0.0,0.0
TEST_SLICE_FORWARD,C5_Contextual_Adequacy,0.528,0.506
TEST_SLICE_FORWARD,C6_Brevity,1.0,0.0
TEST_SLICE_UNION,C1_Readability,0.778,0.422
TEST_SLICE_UNION,C2_Problem_Identification,0.444,0.504
TEST_SLICE_UNION,C3_Explanation_Clarity,0.417,0.5
TEST_SLICE_UNION,C4_Actionability,0.0,0.0
TEST_SLICE_UNION,C5_Contextual_Adequacy,0.75,0.439
TEST_SLICE_UNION,C6_Brevity,1.0,0.0
DOCSTRING_SLICE_BLOCK,C1_Readability,0.639,0.487
DOCSTRING_SLICE_BLOCK,C2_Problem_Identification,0.028,0.167
DOCSTRING_SLICE_BLOCK,C3_Explanation_Clarity,0.028,0.167
DOCSTRING_SLICE_BLOCK,C4_Actionability,0.028,0.167
DOCSTRING_SLICE_BLOCK,C5_Contextual_Adequacy,0.611,0.494
DOCSTRING_SLICE_BLOCK,C6_Brevity,1.0,0.0
DOCSTRING_SLICE_BACKWARD,C1_Readability,0.833,0.378
DOCSTRING_SLICE_BACKWARD,C2_Problem_Identification,0.0,0.0
DOCSTRING_SLICE_BACKWARD,C3_Explanation_Clarity,0.0,0.0
DOCSTRING_SLICE_BACKWARD,C4_Actionability,0.028,0.167
DOCSTRING_SLICE_BACKWARD,C5_Contextual_Adequacy,0.639,0.487
DOCSTRING_SLICE_BACKWARD,C6_Brevity,1.0,0.0
DOCSTRING_SLICE_FORWARD,C1_Readability,0.722,0.454
DOCSTRING_SLICE_FORWARD,C2_Problem_Identification,0.0,0.0
DOCSTRING_SLICE_FORWARD,C3_Explanation_Clarity,0.0,0.0
DOCSTRING_SLICE_FORWARD,C4_Actionability,0.0,0.0
DOCSTRING_SLICE_FORWARD,C5_Contextual_Adequacy,0.5,0.507
DOCSTRING_SLICE_FORWARD,C6_Brevity,1.0,0.0
DOCSTRING_SLICE_UNION,C1_Readability,0.694,0.467
DOCSTRING_SLICE_UNION,C2_Problem_Identification,0.0,0.0
DOCSTRING_SLICE_UNION,C3_Explanation_Clarity,0.0,0.0
DOCSTRING_SLICE_UNION,C4_Actionability,0.0,0.0
DOCSTRING_SLICE_UNION,C5_Contextual_Adequacy,0.778,0.422
DOCSTRING_SLICE_UNION,C6_Brevity,1.0,0.0
SLICE_BLOCK_SLICE_BACKWARD,C1_Readability,0.75,0.439
SLICE_BLOCK_SLICE_BACKWARD,C2_Problem_Identification,0.028,0.167
SLICE_BLOCK_SLICE_BACKWARD,C3_Explanation_Clarity,0.056,0.232
SLICE_BLOCK_SLICE_BACKWARD,C4_Actionability,0.0,0.0
SLICE_BLOCK_SLICE_BACKWARD,C5_Contextual_Adequacy,0.861,0.351
SLICE_BLOCK_SLICE_BACKWARD,C6_Brevity,1.0,0.0
SLICE_BLOCK_SLICE_FORWARD,C1_Readability,0.694,0.467
SLICE_BLOCK_SLICE_FORWARD,C2_Problem_Identification,0.0,0.0
SLICE_BLOCK_SLICE_FORWARD,C3_Explanation_Clarity,0.028,0.167
SLICE_BLOCK_SLICE_FORWARD,C4_Actionability,0.0,0.0
SLICE_BLOCK_SLICE_FORWARD,C5_Contextual_Adequacy,0.75,0.439
SLICE_BLOCK_SLICE_FORWARD,C6_Brevity,1.0,0.0
SLICE_BLOCK_SLICE_UNION,C1_Readability,0.778,0.422
SLICE_BLOCK_SLICE_UNION,C2_Problem_Identification,0.028,0.167
SLICE_BLOCK_SLICE_UNION,C3_Explanation_Clarity,0.028,0.167
SLICE_BLOCK_SLICE_UNION,C4_Actionability,0.083,0.28
SLICE_BLOCK_SLICE_UNION,C5_Contextual_Adequacy,1.0,0.0
SLICE_BLOCK_SLICE_UNION,C6_Brevity,1.0,0.0
SLICE_BACKWARD_SLICE_FORWARD,C1_Readability,0.722,0.454
SLICE_BACKWARD_SLICE_FORWARD,C2_Problem_Identification,0.028,0.167
SLICE_BACKWARD_SLICE_FORWARD,C3_Explanation_Clarity,0.028,0.167
SLICE_BACKWARD_SLICE_FORWARD,C4_Actionability,0.0,0.0
SLICE_BACKWARD_SLICE_FORWARD,C5_Contextual_Adequacy,0.861,0.351
SLICE_BACKWARD_SLICE_FORWARD,C6_Brevity,1.0,0.0
SLICE_BACKWARD_SLICE_UNION,C1_Readability,0.778,0.422
SLICE_BACKWARD_SLICE_UNION,C2_Problem_Identification,0.0,0.0
SLICE_BACKWARD_SLICE_UNION,C3_Explanation_Clarity,0.0,0.0
SLICE_BACKWARD_SLICE_UNION,C4_Actionability,0.0,0.0
SLICE_BACKWARD_SLICE_UNION,C5_Contextual_Adequacy,0.806,0.401
SLICE_BACKWARD_SLICE_UNION,C6_Brevity,1.0,0.0
SLICE_FORWARD_SLICE_UNION,C1_Readability,0.889,0.319
SLICE_FORWARD_SLICE_UNION,C2_Problem_Identification,0.0,0.0
SLICE_FORWARD_SLICE_UNION,C3_Explanation_Clarity,0.111,0.319
SLICE_FORWARD_SLICE_UNION,C4_Actionability,0.028,0.167
SLICE_FORWARD_SLICE_UNION,C5_Contextual_Adequacy,0.889,0.319
SLICE_FORWARD_SLICE_UNION,C6_Brevity,1.0,0.0
BASELINE,C1_Readability,0.694,0.467
BASELINE,C2_Problem_Identification,0.861,0.351
BASELINE,C3_Explanation_Clarity,0.861,0.351
BASELINE,C4_Actionability,0.139,0.351
BASELINE,C5_Contextual_Adequacy,0.361,0.487
BASELINE,C6_Brevity,1.0,0.0
